order-number,bo-number,warehouse,cShopifyOrderNumber,cShopifyOrderID,warehouse-status,hold-code,lHasFulfillment,lHasShipment,iAge,shopify_status,shopify_location,shopify_order_id
V7593438,0,AV,#22961986,6474553753959,,OMSHOLD,no,no,41,NOT FOUND,,
S7594972,0,AS,#22962297,6474566074727,Manifested,,no,no,41,NOT FOUND,,
V7593978,0,AV,#22962039,6474555949415,,OMSHOLD,no,no,41,NOT FOUND,,
S7594970,0,AS,#22962297,6474566074727,Accepted,,no,no,41,NOT FOUND,,
V7594098,0,AV,#22962067,6474557096295,,OMSHOLD,no,no,41,NOT FOUND,,
S7594932,0,AS,#22962155,6474560504167,Manifested,,no,no,41,NOT FOUND,,
V7594680,0,AV,#22962204,6474562470247,,OMSHOLD,no,no,41,NOT FOUND,,
S7595403,0,AS,#22962272,6474565091687,Manifested,,no,no,41,NOT FOUND,,
V7596017,0,AV,#22962610,6474577903975,,OMSHOLD,no,no,41,NOT FOUND,,
S7595431,0,AS,#22962278,6474565353831,Manifested,,no,no,41,NOT FOUND,,
V7596773,0,AV,#22962875,6474587537767,,OMSHOLD,no,no,41,NOT FOUND,,
S7595584,0,AS,#22962319,6474566893927,Manifested,,no,no,41,NOT FOUND,,
V7597185,0,AV,#22963031,6474593108327,,OMSHOLD,no,no,41,NOT FOUND,,
S7595990,0,AS,#22962420,6474570793319,Manifested,,no,no,41,NOT FOUND,,
V7598272,0,AV,#22963480,6474609000807,,OMSHOLD,no,no,41,NOT FOUND,,
S7596035,0,AS,#22962427,6474571088231,Manifested,,no,no,41,NOT FOUND,,
V7598646,0,AV,#22963624,6474614178151,,OMSHOLD,no,no,41,NOT FOUND,,
S7596129,0,AS,#22962453,6474572071271,Manifested,,no,no,41,NOT FOUND,,
V7598827,0,AV,#22963690,6474616570215,,OMSHOLD,no,no,41,NOT FOUND,,
S7596215,0,AS,#22962477,6474572956007,Manifested,,no,no,41,NOT FOUND,,
V7599910,0,AV,#22964070,6474630398311,,OMSHOLD,no,no,41,NOT FOUND,,
S7596382,0,AS,#22962531,6474574954855,Manifested,,no,no,41,NOT FOUND,,
V7600756,0,AV,#22964373,6474641473895,,OMSHOLD,no,no,41,NOT FOUND,,
S7596461,0,AS,#22962762,6474583441767,Manifested,,no,no,41,NOT FOUND,,
V7601803,0,AV,#22964694,6474653106535,,,no,no,41,NOT FOUND,,
S7596514,0,AS,#22962556,6474575905127,XBHOSP,,no,no,41,NOT FOUND,,
V7601805,0,AV,#22964702,6474653303143,,,no,no,41,NOT FOUND,,
S7591725,0,AS,#22961806,6474546446695,Manifested,,no,no,41,NOT FOUND,,
V7601978,0,AV,#22964761,6474655629671,,,no,no,41,NOT FOUND,,
S7596553,0,AS,#22962564,6474576200039,Manifested,,no,no,41,NOT FOUND,,
V7604203,0,AV,#22965062,6474666148199,,,no,no,41,NOT FOUND,,
S7596619,0,AS,#22962591,6474577215847,Manifested,,no,no,41,NOT FOUND,,
V7604631,0,AV,#22965083,6474666836327,,OMSHOLD,no,no,41,NOT FOUND,,
S7596670,0,AS,#22962613,6474578035047,Manifested,,no,no,41,NOT FOUND,,
V7613059,0,AV,#22966375,6474713399655,,,no,no,41,NOT FOUND,,
S7596705,0,AS,#22962617,6474578166119,Manifested,,no,no,41,NOT FOUND,,
V7615733,0,AV,#22967532,6474755342695,,,no,no,41,NOT FOUND,,
S7596706,0,AS,#22962618,6474578198887,Manifested,,no,no,41,NOT FOUND,,
V7615735,0,AV,#22967540,6474755637607,,,no,no,41,NOT FOUND,,
S7597081,0,AS,#22962745,6474582819175,Manifested,,no,no,41,NOT FOUND,,
V7617142,0,AV,#22968197,6474779230567,,,no,no,41,NOT FOUND,,
S7597140,0,AS,#22962762,6474583441767,Manifested,,no,no,41,NOT FOUND,,
V7617354,0,AV,#22968306,6474783195495,,,no,no,41,NOT FOUND,,
S7597210,0,AS,#22963045,6474593632615,XB_shipping,,no,no,41,NOT FOUND,,
V7617886,0,AV,#22968519,6474790797671,,OMSHOLD,no,no,41,NOT FOUND,,
S7597233,0,AS,#22963052,6474593861991,Manifested,,no,no,41,NOT FOUND,,
V7617972,0,AV,#22968545,6474791682407,,OMSHOLD,no,no,41,NOT FOUND,,
S7597310,0,AS,#22962823,6474585637223,Manifested,,no,no,41,NOT FOUND,,
V7618342,0,AV,#22968708,6474797384039,,OMSHOLD,no,no,41,NOT FOUND,,
S7597729,0,AS,#22962969,6474590912871,Manifested,,no,no,41,NOT FOUND,,
V7618471,0,AV,#22968789,6474800333159,Backorder,OMSHOLD,no,no,41,NOT FOUND,,
S7597755,0,AS,#22962986,6474591469927,Manifested,,no,no,41,NOT FOUND,,
V7618843,0,AV,#22968939,6474805739879,,,no,no,41,NOT FOUND,,
S7597758,0,AS,#22963283,6474602152295,XB_shipping,,no,no,41,NOT FOUND,,
V7618855,0,AV,#22968945,6474805969255,,,no,no,41,NOT FOUND,,
S7597797,0,AS,#22962992,6474591732071,Manifested,,no,no,41,NOT FOUND,,
V7618928,0,AV,#22968951,6474806165863,,,no,no,41,NOT FOUND,,
S7597809,0,AS,#22962995,6474591830375,Manifested,,no,no,41,NOT FOUND,,
V7618998,0,AV,#22969029,6474809016679,,OMSHOLD,no,no,41,NOT FOUND,,
S7597926,0,AS,#22963341,6474604183911,XB_shipping,,no,no,41,NOT FOUND,,
V7621649,0,AV,#22970311,6474854793575,,,no,no,41,NOT FOUND,,
S7598002,0,AS,#22963070,6474594484583,Manifested,,no,no,41,NOT FOUND,,
V7622058,0,AV,#22970522,6474862330215,,OMSHOLD,no,no,41,NOT FOUND,,
S7598045,0,AS,#22963080,6474594877799,Manifested,,no,no,41,NOT FOUND,,
V7629066,0,AV,#22972395,6474929832295,,OMSHOLD,no,no,41,NOT FOUND,,
S7598146,0,AS,#22963090,6474595238247,Manifested,,no,no,41,NOT FOUND,,
V7629511,0,AV,#22972600,6474937270631,,OMSHOLD,no,no,41,NOT FOUND,,
S7598175,0,AS,#22963108,6474595860839,Manifested,,no,no,41,NOT FOUND,,
V7630770,0,AV,#22973033,6474953032039,,,no,no,41,NOT FOUND,,
S7598274,0,AS,#22963133,6474596778343,Manifested,,no,no,41,NOT FOUND,,
V7631525,0,AV,#22973349,6474963878247,,,no,no,41,NOT FOUND,,
S7598282,0,AS,#22963135,6474596843879,Manifested,,no,no,41,NOT FOUND,,
V7632046,0,AV,#22973559,6474971480423,,OMSHOLD,no,no,41,NOT FOUND,,
S7598437,0,AS,#22963172,6474598154599,Manifested,,no,no,41,NOT FOUND,,
V7633588,0,AV,#22974234,6474995728743,,,no,no,41,NOT FOUND,,
S7598493,0,AS,#22963194,6474598875495,Manifested,,no,no,41,NOT FOUND,,
V7634484,0,AV,#22974623,6475009556839,,,no,no,41,NOT FOUND,,
S7598627,0,AS,#22963226,6474600055143,Manifested,,no,no,41,NOT FOUND,,
V7634600,0,AV,#22974679,6475011522919,,,no,no,41,NOT FOUND,,
S7598749,0,AS,#22963254,6474601070951,Manifested,,no,no,41,NOT FOUND,,
V7637761,0,AV,#22975948,6475056939367,,,no,no,41,NOT FOUND,,
S7598905,0,AS,#22963295,6474602479975,Manifested,,no,no,41,NOT FOUND,,
V7638882,0,AV,#22976275,6475068703079,,,no,no,41,NOT FOUND,,
S7599096,0,AS,#22963332,6474603823463,Manifested,,no,no,41,NOT FOUND,,
V7591114,0,AV,#22961766,6474544841063,,OMSHOLD,no,no,41,NOT FOUND,,
S7599097,0,AS,#22963352,6474604511591,Manifested,,no,no,41,NOT FOUND,,
V7591078,0,AV,#22961757,6474544480615,,OMSHOLD,no,no,41,NOT FOUND,,
S7599286,0,AS,#22963403,6474606313831,Manifested,,no,no,41,NOT FOUND,,
V7650687,0,AV,#22978773,6475158258023,,OMSHOLD,no,no,41,NOT FOUND,,
S7599447,0,AS,#22963458,6474608181607,Manifested,,no,no,41,NOT FOUND,,
V7653581,0,AV,#22980250,6475211309415,,,no,no,41,NOT FOUND,,
S7599653,0,AS,#22963495,6474609525095,Manifested,,no,no,41,NOT FOUND,,
V7656100,0,AV,#22981439,6475253481831,,,no,no,41,NOT FOUND,,
S7599691,0,AS,#22963501,6474609754471,Manifested,,no,no,41,NOT FOUND,,
V7661280,0,AV,#22982533,6475292344679,,OMSHOLD,no,no,41,NOT FOUND,,
S7599777,0,AS,#22963545,6474611392871,Manifested,,no,no,41,NOT FOUND,,
V7661865,0,AV,#22982756,6475300241767,,OMSHOLD,no,no,41,NOT FOUND,,
S7599845,0,AS,#22963580,6474612605287,Manifested,,no,no,41,NOT FOUND,,
V7663338,0,AV,#22983437,6475325538663,,OMSHOLD,no,no,41,NOT FOUND,,
S7600211,0,AS,#22963716,6474617487719,Manifested,,no,no,41,NOT FOUND,,
V7663812,0,AV,#22983662,6475334615399,,OMSHOLD,no,no,41,NOT FOUND,,
S7600371,0,AS,#22963766,6474619453799,Manifested,,no,no,41,NOT FOUND,,
S7600494,0,AS,#22963377,6474605396327,Manifested,,no,no,41,NOT FOUND,,
S7600560,0,AS,#22964308,6474639049063,Accepted,,no,no,41,NOT FOUND,,
S7600596,0,AS,#22963814,6474621190503,Manifested,,no,no,41,NOT FOUND,,
S7600840,0,AS,#22964406,6474642653543,Accepted,,no,no,41,NOT FOUND,,
S7600932,0,AS,#22963939,6474625712487,Manifested,,no,no,41,NOT FOUND,,
S7601000,0,AS,#22964451,6474644291943,Accepted,,no,no,41,NOT FOUND,,
S7601316,0,AS,#22964534,6474647339367,Accepted,,no,no,41,NOT FOUND,,
S7601319,0,AS,#22963577,6474612506983,Manifested,,no,no,41,NOT FOUND,,
S7601441,0,AS,#22964043,6474629448039,Manifested,,no,no,41,NOT FOUND,,
S7601549,0,AS,#22964613,6474650157415,Accepted,,no,no,41,NOT FOUND,,
S7601604,0,AS,#22964094,6474631348583,Manifested,,no,no,41,NOT FOUND,,
S7601634,0,AS,#22964104,6474631676263,Manifested,,no,no,41,NOT FOUND,,
S7601715,0,AS,#22964666,6474652090727,Accepted,,no,no,41,NOT FOUND,,
S7601815,0,AS,#22964159,6474633544039,Manifested,,no,no,41,NOT FOUND,,
S7602034,0,AS,#22964216,6474635739495,Manifested,,no,no,41,NOT FOUND,,
S7602354,0,AS,#22964266,6474637574503,Manifested,,no,no,41,NOT FOUND,,
S7596520,0,AS,#22962563,6474576167271,Manifested,,no,no,41,NOT FOUND,,
S7602528,0,AS,#22963815,6474621256039,Manifested,,no,no,41,NOT FOUND,,
S7602735,0,AS,#22964332,6474639901031,Manifested,,no,no,41,NOT FOUND,,
S7602778,0,AS,#22964342,6474640261479,Manifested,,no,no,41,NOT FOUND,,
S7602929,0,AS,#22964366,6474641211751,Manifested,,no,no,41,NOT FOUND,,
S7604155,0,AS,#22964427,6474643439975,Manifested,,no,no,41,NOT FOUND,,
S7605269,0,AS,#22964497,6474645930343,Manifested,,no,no,41,NOT FOUND,,
S7606036,0,AS,#22964593,6474649436519,Manifested,,no,no,41,NOT FOUND,,
S7606577,0,AS,#22965326,6474675552615,XB_shipping,,no,no,41,NOT FOUND,,
S7606620,0,AS,#22964681,6474652582247,Manifested,,no,no,41,NOT FOUND,,
S7606820,0,AS,#22964727,6474654351719,Manifested,,no,no,41,NOT FOUND,,
S7606855,0,AS,#22964740,6474654777703,Manifested,,no,no,41,NOT FOUND,,
S7607053,0,AS,#22964771,6474655859047,Manifested,,no,no,41,NOT FOUND,,
S7607567,0,AS,#22964883,6474659856743,Manifested,,no,no,41,NOT FOUND,,
S7607578,0,AS,#22964308,6474639049063,Manifested,,no,no,41,NOT FOUND,,
S7607823,0,AS,#22964947,6474662117735,Manifested,,no,no,41,NOT FOUND,,
S7609207,0,AS,#22965153,6474669293927,Manifested,,no,no,41,NOT FOUND,,
S7610979,0,AS,#22965181,6474670309735,Manifested,,no,no,41,NOT FOUND,,
S7611135,0,AS,#22964534,6474647339367,Manifested,,no,no,41,NOT FOUND,,
S7611685,0,AS,#22965237,6474672439655,XBHOSP,,no,no,41,NOT FOUND,,
S7612097,0,AS,#22965310,6474674930023,Manifested,,no,no,41,NOT FOUND,,
S7612406,0,AS,#22965386,6474677748071,Manifested,,no,no,41,NOT FOUND,,
S7612744,0,AS,#22965466,6474680664423,Manifested,,no,no,41,NOT FOUND,,
S7613399,0,AS,#22966511,6474718347623,,OMSHOLD,no,no,41,NOT FOUND,,
S7613401,0,AS,#22966511,6474718347623,Accepted,,no,no,41,NOT FOUND,,
S7613498,0,AS,#22965690,6474688692583,Manifested,,no,no,41,NOT FOUND,,
S7613697,0,AS,#22965777,6474691871079,Manifested,,no,no,41,NOT FOUND,,
S7613813,0,AS,#22965812,6474693083495,Manifested,,no,no,41,NOT FOUND,,
S7613820,0,AS,#22965820,6474693411175,Manifested,,no,no,41,NOT FOUND,,
S7613931,0,AS,#22965857,6474694689127,Manifested,,no,no,41,NOT FOUND,,
S7591120,0,AS,#22961663,6474540679527,Manifested,,no,no,41,NOT FOUND,,
S7613981,0,AS,#22965874,6474695246183,Manifested,,no,no,41,NOT FOUND,,
S7614089,0,AS,#22965209,6474671260007,Manifested,,no,no,41,NOT FOUND,,
S7614212,0,AS,#22965993,6474699440487,Manifested,,no,no,41,NOT FOUND,,
S7614990,0,AS,#22966391,6474713989479,Manifested,,no,no,41,NOT FOUND,,
S7615738,0,AS,#22967552,6474756030823,,OMSHOLD,no,no,41,NOT FOUND,,
S7615871,0,AS,#22965961,6474698326375,Manifested,,no,no,41,NOT FOUND,,
S7616438,0,AS,#22967009,6474736468327,Manifested,,no,no,41,NOT FOUND,,
S7616552,0,AS,#22967044,6474737713511,XBHOSP,,no,no,41,NOT FOUND,,
S7616602,0,AS,#22967084,6474739253607,XBHOSP,,no,no,41,NOT FOUND,,
S7617047,0,AS,#22967307,6474747117927,Manifested,,no,no,41,NOT FOUND,,
S7617439,0,AS,#22967492,6474753868135,XBHOSP,,no,no,41,NOT FOUND,,
S7617537,0,AS,#22967531,6474755309927,Manifested,,no,no,41,NOT FOUND,,
S7617658,0,AS,#22967610,6474757996903,Manifested,,no,no,41,NOT FOUND,,
S7617749,0,AS,#22967650,6474759471463,Manifested,,no,no,41,NOT FOUND,,
S7618049,0,AS,#22967736,6474762518887,Manifested,,no,no,41,NOT FOUND,,
S7618276,0,AS,#22966990,6474735812967,Manifested,,no,no,41,NOT FOUND,,
S7618442,0,AS,#22967928,6474769400167,Manifested,,no,no,41,NOT FOUND,,
S7618580,0,AS,#22967981,6474771431783,Manifested,,no,no,41,NOT FOUND,,
S7618641,0,AS,#22968024,6474772971879,Manifested,,no,no,41,NOT FOUND,,
S7618856,0,AS,#22968949,6474806067559,,OMSHOLD,no,no,41,NOT FOUND,,
S7618888,0,AS,#22968119,6474776379751,Manifested,,no,no,41,NOT FOUND,,
S7618902,0,AS,#22968132,6474776871271,Manifested,,no,no,41,NOT FOUND,,
S7619115,0,AS,#22968222,6474780115303,Manifested,,no,no,41,NOT FOUND,,
S7619210,0,AS,#22969122,6474812359015,XB_shipping,,no,no,41,NOT FOUND,,
S7619242,0,AS,#22969147,6474813210983,Shipped,OMSHOLD,no,no,41,NOT FOUND,,
S7619278,0,AS,#22968303,6474783097191,Manifested,,no,no,41,NOT FOUND,,
S7619960,0,AS,#22968584,6474793124199,XBHOSP,,no,no,41,NOT FOUND,,
S7620073,0,AS,#22969545,6474827694439,,OMSHOLD,no,no,41,NOT FOUND,,
S7620682,0,AS,#22968905,6474804560231,Manifested,,no,no,41,NOT FOUND,,
S7620773,0,AS,#22968973,6474806853991,Manifested,,no,no,41,NOT FOUND,,
S7620977,0,AS,#22969042,6474809508199,Manifested,,no,no,41,NOT FOUND,,
S7621329,0,AS,#22969206,6474815701351,Manifested,,no,no,41,NOT FOUND,,
S7621342,0,AS,#22969219,6474816127335,Manifested,,no,no,41,NOT FOUND,,
S7621551,0,AS,#22970265,6474852991335,XB_shipping,,no,no,41,NOT FOUND,,
S7621735,0,AS,#22969434,6474823729511,Manifested,,no,no,41,NOT FOUND,,
S7621911,0,AS,#22969513,6474826580327,Manifested,,no,no,41,NOT FOUND,,
S7622246,0,AS,#22969649,6474831298919,Manifested,,no,no,41,NOT FOUND,,
S7622303,0,AS,#22969673,6474832085351,Manifested,,no,no,41,NOT FOUND,,
S7622958,0,AS,#22969977,6474842800487,Manifested,,no,no,41,NOT FOUND,,
S7623192,0,AS,#22970098,6474847027559,Manifested,,no,no,41,NOT FOUND,,
S7623193,0,AS,#22969170,6474814194023,Manifested,,no,no,41,NOT FOUND,,
S7623374,0,AS,#22970143,6474848764263,Manifested,,no,no,41,NOT FOUND,,
S7623624,0,AS,#22970279,6474853450087,Manifested,,no,no,41,NOT FOUND,,
S7623874,0,AS,#22970383,6474857349479,Manifested,,no,no,41,NOT FOUND,,
S7624074,0,AS,#22970451,6474859741543,Manifested,,no,no,41,NOT FOUND,,
S7624509,0,AS,#22969646,6474831200615,Manifested,,no,no,41,NOT FOUND,,
S7624542,0,AS,#22970556,6474863575399,Manifested,,no,no,41,NOT FOUND,,
S7625426,0,AS,#22970835,6474873799015,Manifested,,no,no,41,NOT FOUND,,
S7625485,0,AS,#22970839,6474873897319,Manifested,,no,no,41,NOT FOUND,,
S7628381,0,AS,#22971189,6474886447463,Manifested,,no,no,41,NOT FOUND,,
S7628546,0,AS,#22971262,6474888970599,Manifested,,no,no,41,NOT FOUND,,
S7628987,0,AS,#22971430,6474895065447,Manifested,,no,no,41,NOT FOUND,,
S7629143,0,AS,#22971506,6474897752423,Manifested,,no,no,41,NOT FOUND,,
S7629217,0,AS,#22971545,6474899161447,Manifested,,no,no,41,NOT FOUND,,
S7629280,0,AS,#22971574,6474900275559,Manifested,,no,no,41,NOT FOUND,,
S7630538,0,AS,#22972057,6474917708135,Manifested,,no,no,41,NOT FOUND,,
S7631599,0,AS,#22972458,6474932027751,Manifested,,no,no,41,NOT FOUND,,
S7631893,0,AS,#22972558,6474935730535,Manifested,,no,no,41,NOT FOUND,,
S7631954,0,AS,#22972588,6474936779111,Manifested,,no,no,41,NOT FOUND,,
S7632036,0,AS,#22972629,6474938319207,Manifested,,no,no,41,NOT FOUND,,
S7632081,0,AS,#22973566,6474971677031,Shipped,OMSHOLD,no,no,41,NOT FOUND,,
S7632298,0,AS,#22972721,6474941727079,Manifested,,no,no,41,NOT FOUND,,
S7632429,0,AS,#22972792,6474944151911,Manifested,,no,no,41,NOT FOUND,,
S7632438,0,AS,#22972795,6474944250215,Manifested,,no,no,41,NOT FOUND,,
S7632518,0,AS,#22972832,6474945560935,Manifested,,no,no,41,NOT FOUND,,
S7632679,0,AS,#22972913,6474948706663,Manifested,,no,no,41,NOT FOUND,,
S7633441,0,AS,#22973296,6474962010471,Manifested,,no,no,41,NOT FOUND,,
S7633585,0,AS,#22973386,6474965188967,Manifested,,no,no,41,NOT FOUND,,
S7633785,0,AS,#22973463,6474968007015,Manifested,,no,no,41,NOT FOUND,,
S7634135,0,AS,#22974478,6475004379495,XB_shipping,,no,no,41,NOT FOUND,,
S7634164,0,AS,#22973588,6474972528999,Manifested,,no,no,41,NOT FOUND,,
S7634244,0,AS,#22973624,6474973774183,Manifested,,no,no,41,NOT FOUND,,
S7634711,0,AS,#22972907,6474948510055,Manifested,,no,no,41,NOT FOUND,,
S7634987,0,AS,#22973016,6474952409447,Manifested,,no,no,41,NOT FOUND,,
S7635254,0,AS,#22974976,6475022172519,XB_shipping,,no,no,41,NOT FOUND,,
S7635313,0,AS,#22974995,6475022860647,Accepted,,no,no,41,NOT FOUND,,
S7635768,0,AS,#22975194,6475030135143,Accepted,,no,no,41,NOT FOUND,,
S7635849,0,AS,#22975223,6475031085415,,OMSHOLD,no,no,41,NOT FOUND,,
S7636084,0,AS,#22973509,6474969612647,Manifested,,no,no,41,NOT FOUND,,
S7636210,0,AS,#22975363,6475036033383,Shipped,OMSHOLD,no,no,41,NOT FOUND,,
S7636765,0,AS,#22973726,6474977444199,Manifested,,no,no,41,NOT FOUND,,
S7637632,0,AS,#22975897,6475055169895,XB_shipping,,no,no,41,NOT FOUND,,
S7638262,0,AS,#22975157,6475028791655,Manifested,,no,no,41,NOT FOUND,,
S7638663,0,AS,#22976211,6475066409319,XB_shipping,,no,no,41,NOT FOUND,,
S7638780,0,AS,#22975281,6475033248103,Manifested,,no,no,41,NOT FOUND,,
S7645219,0,AS,#22975573,6475043537255,Manifested,,no,no,41,NOT FOUND,,
S7645630,0,AS,#22976655,6475082236263,,OMSHOLD,no,no,41,NOT FOUND,,
S7645858,0,AS,#22974873,6475018371431,Manifested,,no,no,41,NOT FOUND,,
S7646353,0,AS,#22974995,6475022860647,Manifested,,no,no,41,NOT FOUND,,
S7647037,0,AS,#22975321,6475034624359,Manifested,,no,no,41,NOT FOUND,,
S7647292,0,AS,#22976385,6475072733543,Manifested,,no,no,41,NOT FOUND,,
S7648045,0,AS,#22976734,6475085021543,Manifested,,no,no,41,NOT FOUND,,
S7648081,0,AS,#22975846,6475053334887,Manifested,,no,no,41,NOT FOUND,,
S7648347,0,AS,#22975945,6475056906599,Manifested,,no,no,41,NOT FOUND,,
S7648416,0,AS,#22976925,6475091738983,Manifested,,no,no,41,NOT FOUND,,
S7648618,0,AS,#22977005,6475094491495,Manifested,,no,no,41,NOT FOUND,,
S7648621,0,AS,#22976071,6475061330279,Manifested,,no,no,41,NOT FOUND,,
S7649531,0,AS,#22977349,6475106845031,Manifested,,no,no,41,NOT FOUND,,
S7650412,0,AS,#22977116,6475098390887,Picking,,no,no,41,NOT FOUND,,
S7650588,0,AS,#22978730,6475156783463,,OMSHOLD,no,no,41,NOT FOUND,,
S7650606,0,AS,#22978002,6475130306919,Manifested,,no,no,41,NOT FOUND,,
S7650619,0,AS,#22978003,6475130405223,Manifested,,no,no,41,NOT FOUND,,
S7650884,0,AS,#22978112,6475134239079,Manifested,,no,no,41,NOT FOUND,,
S7651071,0,AS,#22978216,6475137974631,Manifested,,no,no,41,NOT FOUND,,
S7651078,0,AS,#22978225,6475138269543,Manifested,,no,no,41,NOT FOUND,,
S7651298,0,AS,#22978320,6475141775719,Manifested,,no,no,41,NOT FOUND,,
S7651368,0,AS,#22978355,6475143119207,Manifested,,no,no,41,NOT FOUND,,
S7651705,0,AS,#22978524,6475149279591,Manifested,,no,no,41,NOT FOUND,,
S7651781,0,AS,#22978541,6475149967719,Manifested,,no,no,41,NOT FOUND,,
S7652049,0,AS,#22978732,6475156848999,Manifested,,no,no,41,NOT FOUND,,
S7653202,0,AS,#22978736,6475156980071,Manifested,,no,no,41,NOT FOUND,,
S7653209,0,AS,#22979419,6475181326695,Manifested,,no,no,41,NOT FOUND,,
S7653796,0,AS,#22979101,6475169857895,Manifested,,no,no,41,NOT FOUND,,
S7654075,0,AS,#22979870,6475197710695,Manifested,,no,no,41,NOT FOUND,,
S7654157,0,AS,#22979948,6475200528743,Manifested,,no,no,41,NOT FOUND,,
S7654305,0,AS,#22980028,6475203412327,Manifested,,no,no,41,NOT FOUND,,
S7654397,0,AS,#22979468,6475183128935,Manifested,,no,no,41,NOT FOUND,,
S7654570,0,AS,#22979555,6475186471271,Manifested,,no,no,41,NOT FOUND,,
S7654934,0,AS,#22980345,6475214782823,Manifested,,no,no,41,NOT FOUND,,
S7654993,0,AS,#22980367,6475215536487,Manifested,,no,no,41,NOT FOUND,,
S7654994,0,AS,#22980370,6475215667559,XBHOSP,,no,no,41,NOT FOUND,,
S7655212,0,AS,#22979914,6475199283559,Manifested,,no,no,41,NOT FOUND,,
S7655392,0,AS,#22980564,6475222450535,Manifested,,no,no,41,NOT FOUND,,
S7655396,0,AS,#22979995,6475202199911,Manifested,,no,no,41,NOT FOUND,,
S7655846,0,AS,#22980828,6475231789415,Manifested,,no,no,41,NOT FOUND,,
S7655881,0,AS,#22980298,6475213078887,Manifested,,no,no,41,NOT FOUND,,
S7656217,0,AS,#22971256,6474888773991,Shipped,OMSHOLD,no,no,41,NOT FOUND,,
S7656351,0,AS,#22981534,6475256889703,Accepted,,no,no,41,NOT FOUND,,
S7656352,0,AS,#22981534,6475256889703,Manifested,,no,no,41,NOT FOUND,,
S7656530,0,AS,#22981146,6475242897767,Manifested,,no,no,41,NOT FOUND,,
S7656784,0,AS,#22981215,6475245420903,Manifested,,no,no,41,NOT FOUND,,
S7657085,0,AS,#22981313,6475248927079,Manifested,,no,no,41,NOT FOUND,,
S7657186,0,AS,#22981331,6475249582439,Manifested,,no,no,41,NOT FOUND,,
S7657359,0,AS,#22981400,6475251974503,Manifested,,no,no,41,NOT FOUND,,
S7657433,0,AS,#22980923,6475235131751,Manifested,,no,no,41,NOT FOUND,,
S7657573,0,AS,#22981452,6475253940583,Manifested,,no,no,41,NOT FOUND,,
S7657609,0,AS,#22980975,6475236933991,Manifested,,no,no,41,NOT FOUND,,
S7657669,0,AS,#22981476,6475254759783,Manifested,,no,no,41,NOT FOUND,,
S7657808,0,AS,#22981533,6475256824167,Manifested,,no,no,41,NOT FOUND,,
S7660497,0,AS,#22981814,6475266949479,Manifested,,no,no,41,NOT FOUND,,
S7660776,0,AS,#22981904,6475270160743,Manifested,,no,no,41,NOT FOUND,,
S7661149,0,AS,#22982475,6475290313063,,OMSHOLD,no,no,41,NOT FOUND,,
S7661317,0,AS,#22982546,6475292803431,Accepted,,no,no,41,NOT FOUND,,
S7661330,0,AS,#22982546,6475292803431,Manifested,,no,no,41,NOT FOUND,,
S7661685,0,AS,#22981883,6475269439847,Manifested,,no,no,41,NOT FOUND,,
S7661789,0,AS,#22982369,6475286544743,Manifested,,no,no,41,NOT FOUND,,
S7661981,0,AS,#22982462,6475289854311,Manifested,,no,no,41,NOT FOUND,,
S7662329,0,AS,#22982710,6475298636135,Manifested,,no,no,41,NOT FOUND,,
S7662360,0,AS,#22982732,6475299389799,Manifested,,no,no,41,NOT FOUND,,
S7663072,0,AS,#22983155,6475314856295,Manifested,,no,no,41,NOT FOUND,,
S7663197,0,AS,#22983228,6475317576039,Manifested,,no,no,41,NOT FOUND,,
S7663390,0,AS,#22983325,6475321246055,Manifested,,no,no,41,NOT FOUND,,
S7663419,0,AS,#22983335,6475321606503,Manifested,,no,no,41,NOT FOUND,,
S7663512,0,AS,#22983389,6475323736423,Manifested,,no,no,41,NOT FOUND,,
S7663566,0,AS,#22983421,6475324948839,Manifested,,no,no,41,NOT FOUND,,
S7663647,0,AS,#22983485,6475327439207,Manifested,,no,no,41,NOT FOUND,,
S7663843,0,AS,#22983566,6475330748775,Manifested,,no,no,41,NOT FOUND,,
S7663973,0,AS,#22983638,6475333665127,Manifested,,no,no,41,NOT FOUND,,
S7664173,0,AS,#22983647,6475333960039,Manifested,,no,no,41,NOT FOUND,,
S7664216,0,AS,#22983673,6475335008615,Manifested,,no,no,41,NOT FOUND,,
S7698704,0,AS,#22971014,6474880057703,Manifested,,no,no,41,NOT FOUND,,
S7736048,0,AS,#22983491,6475327734119,Manifested,,no,no,41,NOT FOUND,,
S7590755,0,AS,#22961572,6474536878439,Manifested,,no,no,41,NOT FOUND,,
S7683131,0,AS,#22967863,6474767040871,Manifested,,no,no,41,NOT FOUND,,
S7590473,0,AS,#22961492,6474533405031,Accepted,,no,no,41,NOT FOUND,,
S7739205,0,AS,#22982146,6475278713191,Manifested,,no,no,41,NOT FOUND,,
VF635852,0,AYS025,#22975223,6475031085415,Accepted,,no,no,41,NOT FOUND,,
WT653352,0,AYS033,#22980123,6475206787431,Accepted,,no,no,41,NOT FOUND,,
WL620224,0,AYS075,#22969605,6474829758823,Accepted,,no,no,41,NOT FOUND,,
S7664402,0,AS,#22983770,6475339071847,Manifested,,no,no,40,NOT FOUND,,
WP681531,0,AYS014,#22990937,6475601576295,Accepted,,no,no,40,NOT FOUND,,
PB668111,0,AYS036,#22985762,6475415093607,Accepted,,no,no,40,NOT FOUND,,
