OrderNumber,WarehouseStatus,CustOrderNum,ItemNumber,Warehouse,OrderQty,ShippedQty,CancelQty
WL249248,Ready,#24074449,W6472RG011,AYS075,1,0,0
S8249255,Manifested,#24074451,W7055R025131,AS,1,0,0
S8249255,Manifested,#24074451,W6485R044813,AS,1,0,0
S8249273,Manifested,#24074455,U3032RG014,AS,1,0,0
S8249319,Manifested,#24074470,W5561R044814,AS,1,0,0
S8249319,Manifested,#24074470,U3031RG044813,AS,1,0,0
S8249320,Manifested,#24074472,U3031RG044812,AS,1,0,0
S8249320,Manifested,#24074472,W6472RG011,AS,1,0,0
S8249330,Manifested,#24074473,W9533R044814,AS,1,0,0
S8249330,Manifested,#24074473,W51154R044813,AS,1,0,0
S8249316,Manifested,#24074471,M5172R044573,AS,1,0,0
S8249353,Manifested,#24074477,W54211R044811,AS,1,0,0
S8249353,Manifested,#24074477,W54211R044812,AS,1,0,0
S8249353,Manifested,#24074477,W2791R044813,AS,1,0,0
S8249353,Manifested,#24074477,W2791R044812,AS,1,0,0
S8249326,Manifested,#24074479,W51432R044811,AS,1,0,0
S8249364,Waved,#24074482,W3732R044812,AS,1,0,0
S8249364,Waved,#24074482,W3732R012,AS,1,0,0
S8249364,Waved,#24074482,W3732R002,AS,1,0,0
S8249366,Manifested,#24074485,M1224R040644,AS,1,0,0
S8249366,Manifested,#24074485,A0480U00014,AS,1,0,0
S8249374,Manifested,#24074490,W7066R018581,AS,1,0,0
S8249374,Manifested,#24074490,W3781R012,AS,1,0,0
S8249374,Manifested,#24074490,W51432R044811,AS,1,0,0
S8249377,Manifested,#24074491,W2799R012,AS,1,0,0
S8249377,Manifested,#24074491,W5766R012,AS,1,0,0
S8249377,Manifested,#24074491,A0480U00012,AS,1,0,0
S8249381,Manifested,#24074493,W3869R044811,AS,1,0,0
S8249381,Manifested,#24074493,W51432R044810,AS,1,0,0
S8249389,Waved,#24074498,W6240R011,AS,1,0,0
S8249389,Waved,#24074498,W2675RG01001,AS,1,0,0
S8249396,Manifested,#24074503,W9730R012,AS,1,0,0
S8249396,Manifested,#24074503,W6334R011,AS,1,0,0
S8249396,Manifested,#24074503,W6240R001,AS,1,0,0
S8249396,Manifested,#24074503,W6240R011,AS,1,0,0
S8249415,Invoiced,#24074501,W6334R011,AS,1,1,0
S8249424,Manifested,#24074508,W54172R065092,AS,1,0,0
S8249424,Manifested,#24074508,N7011F00012OZ,AS,1,0,0
S8249424,Manifested,#24074508,W51154R038423,AS,1,0,0
S8249424,Manifested,#24074508,W9533R038423,AS,1,0,0
S8249421,Waved,#24074510,B2010FR200ML,AS,6,0,0
S8249427,Manifested,#24074514,W6489R004,AS,1,0,0
S8249437,Manifested,#24074516,W8278R01002,AS,1,0,0
S8249451,Invoiced,#24074517,A0357U00013,AS,2,2,0
S8249451,Invoiced,#24074517,W9351RG00013,AS,1,1,0
S8249451,Invoiced,#24074517,W2775R003,AS,1,1,0
S8249451,Invoiced,#24074517,W1406R003,AS,1,1,0
S8249451,Invoiced,#24074517,W6334R038423,AS,1,1,0
S8249451,Invoiced,#24074517,W2675RG00013,AS,1,1,0
PC249451,Accepted,#24074517,W8291R013,AYS053,1,0,0
S8249886,Invoiced,#24074525,A0480U01002,AS,1,1,0
S8249886,Invoiced,#24074525,W3852R038421,AS,1,1,0
S8249886,Invoiced,#24074525,U5013RG038422,AS,1,1,0
S8249886,Invoiced,#24074525,W9671R038422,AS,1,1,0
S8249466,Invoiced,#24074533,W2704R013,AS,1,1,0
S8249466,Invoiced,#24074533,W9744R051313,AS,1,1,0
S8249477,Manifested,#24074535,U3031RG054421,AS,1,0,0
S8249487,Manifested,#24074540,W2798R011,AS,1,0,0
S8249487,Manifested,#24074540,W6509R012,AS,1,0,0
MP249496,Accepted,#24074544,W9856R054423,AYS042,1,0,0
S8249512,Manifested,#24074549,A0480U063853,AS,1,0,0
S8249512,Manifested,#24074549,W9843R063352,AS,1,0,0
S8249519,Invoiced,#24074553,W9845R048314,AS,1,1,0
S8249524,Invoiced,#24074555,A0497U021191,AS,1,1,0
RP249527,Accepted,#24074558,W5604R063261,AYS065,1,0,0
S8249529,Manifested,#24074561,W9533R044814,AS,1,0,0
S8249529,Manifested,#24074561,W51154R044813,AS,1,0,0
S8249529,Manifested,#24074561,W51432R044811,AS,1,0,0
S8249535,Manifested,#24074563,W54309R01003,AS,1,0,0
S8249535,Manifested,#24074563,W9587R004,AS,1,0,0
S8249535,Manifested,#24074563,W9609R004,AS,1,0,0
S8249535,Manifested,#24074563,W9918R01004,AS,1,0,0
S8249555,Manifested,#24074566,W2675RG063564,AS,1,0,0
S8249555,Manifested,#24074566,W51432R044813,AS,1,0,0
S8249566,Manifested,#24074570,W1404R004,AS,1,0,0
S8249566,Manifested,#24074570,W8332R01004,AS,1,0,0
S8249566,Manifested,#24074570,W6289R038424,AS,1,0,0
S8249566,Manifested,#24074570,W6289R014,AS,1,0,0
S8249563,Manifested,#24074569,A0480U01002,AS,1,0,0
S8249563,Manifested,#24074569,W6334R013,AS,1,0,0
S8249581,Manifested,#24074576,N7011F00012OZ,AS,1,0,0
S8249581,Manifested,#24074576,W6399R063372,AS,1,0,0
S8249586,Manifested,#24074579,W6334R011,AS,1,0,0
S8249592,Manifested,#24074580,M6153R041013,AS,1,0,0
S8249594,Invoiced,#24074582,W2737R013,AS,1,1,0
S8249594,Invoiced,#24074582,W2737R003,AS,1,1,0
S8249597,Manifested,#24074585,W6334R038422,AS,1,0,0
S8249613,Manifested,#24074590,M3259R013,AS,1,0,0
S8249613,Manifested,#24074590,W6472RG013,AS,1,0,0
S8249608,Manifested,#24074588,W9835R004,AS,1,0,0
S8249617,Manifested,#24074592,W4677R054872,AS,1,0,0
S8249619,Invoiced,#24074595,W5561R044812,AS,1,1,0
S8249619,Invoiced,#24074595,W9557R044813,AS,1,1,0
S8249626,Manifested,#24074599,W2791R044814,AS,1,0,0
S8249626,Manifested,#24074599,W54187R044813,AS,1,0,0
S8249647,Invoiced,#24074601,W9557R044813,AS,1,1,0
S8249647,Invoiced,#24074601,W6334R044811,AS,1,1,0
S8249636,Manifested,#24074600,A0684U062811,AS,1,0,0
WFM49636,Invoiced,#24074600,A0480U063354,AYS112,1,1,0
S8249646,Manifested,#24074603,A0480U054874,AS,1,0,0
S8249646,Manifested,#24074603,M6154R054424,AS,1,0,0
S8249646,Manifested,#24074603,M1205R054424,AS,1,0,0
S8249652,Waved,#24074605,W1430R012,AS,1,0,0
S8249652,Waved,#24074605,W51432R010,AS,1,0,0
S8249658,Waved,#24074611,W6489R011,AS,1,0,0
S8249658,Waved,#24074611,W3694R011,AS,1,0,0
S8249696,Manifested,#24074614,W7066R018581,AS,1,0,0
S8249696,Manifested,#24074614,A0467U038421,AS,1,0,0
S8249696,Manifested,#24074614,U3032RG038422,AS,1,0,0
S8249683,Invoiced,#24074615,A0051U011,AS,1,1,0
S8249694,Manifested,#24074616,W9616R014,AS,1,0,0
S8249727,Manifested,#24074621,W2675RG063564,AS,1,0,0
S8249721,Manifested,#24074624,W51432R011,AS,1,0,0
WS249739,Ready,#24074629,W9533R013,AYS058,1,0,0
WS249739,Ready,#24074629,W51154R013,AYS058,1,0,0
S8249735,XBADDR,#24074630,W6295R012,AS,1,0,0
S8249735,XBADDR,#24074630,W9557R012,AS,1,0,0
S8249735,XBADDR,#24074630,W6273R011,AS,1,0,0
S8249735,XBADDR,#24074630,W51432R010,AS,1,0,0
S8249734,Manifested,#24074633,W9680R064013,AS,1,0,0
MA249744,Ready,#24074636,W51432R038423,AYS083,1,0,0
MA249744,Ready,#24074636,W51432R013,AYS083,1,0,0
S8249760,Invoiced,#24074635,A0054U044811,AS,1,1,0
S8249760,Invoiced,#24074635,W9557R044812,AS,1,1,0
S8249760,Invoiced,#24074635,W6472RG044811,AS,1,1,0
S8249760,Invoiced,#24074635,W2737R044812,AS,1,1,0
S8249760,Invoiced,#24074635,W6334R044811,AS,1,1,0
S8249775,Manifested,#24074642,W4721R010,AS,1,0,0
S8249774,Manifested,#24074646,W2675RG01000,AS,1,0,0
MA249786,Ready,#24074650,U5013RG014,AYS083,1,0,0
MA249786,Ready,#24074650,U3041RG014,AYS083,1,0,0
S8249795,Invoiced,#24074653,A0497U066641,AS,1,1,0
S8249807,Manifested,#24074659,N7011F00012OZ,AS,1,0,0
S8249807,Manifested,#24074659,A0363U012,AS,1,0,0
S8249830,Manifested,#24074660,W9557R044813,AS,1,0,0
S8249830,Manifested,#24074660,W51432R044812,AS,1,0,0
S8249830,Manifested,#24074660,W6334R044812,AS,1,0,0
S8249830,Manifested,#24074660,W9918R01002,AS,1,0,0
S8249835,Manifested,#24074663,W9845R013,AS,1,0,0
S8249835,Manifested,#24074663,W9730R014,AS,1,0,0
S8249835,Manifested,#24074663,W6311R013,AS,2,0,0
PM249835,Accepted,#24074663,W6273R060273,AYS031,1,0,0
S8249842,Manifested,#24074666,W6429R01002,AS,1,0,0
S8249842,Manifested,#24074666,W6429R038612,AS,1,0,0
S8249842,Manifested,#24074666,W9538R038613,AS,1,0,0
S8249845,Manifested,#24074668,W2675RG063562,AS,1,0,0
S8249845,Manifested,#24074668,W54187R044811,AS,1,0,0
S8249850,Invoiced,#24074672,W7066R018581,AS,1,1,0
S8249850,Invoiced,#24074672,W51119R013,AS,1,1,0
S8249850,Invoiced,#24074672,W9777R013,AS,1,1,0
S8249856,Manifested,#24074673,W4575R032991,AS,1,0,0
S8249881,Manifested,#24074678,M1257R013,AS,1,0,0
S8249881,Manifested,#24074678,M1257R003,AS,1,0,0
S8249881,Manifested,#24074678,M2073R003,AS,1,0,0
S8249881,Manifested,#24074678,M2073R013,AS,1,0,0
S8249881,Manifested,#24074678,M6123R038423,AS,1,0,0
S8249881,Manifested,#24074678,M6154R054383,AS,1,0,0
S8249881,Manifested,#24074678,M6131R030402,AS,1,0,0
S8249881,Manifested,#24074678,W2799R011,AS,1,0,0
S8249881,Manifested,#24074678,W2799R001,AS,1,0,0
S8249881,Manifested,#24074678,W2799R002,AS,1,0,0
S8249881,Manifested,#24074678,W2799R012,AS,1,0,0
S8249881,Manifested,#24074678,W2763R012,AS,1,0,0
S8249881,Manifested,#24074678,W2763R011,AS,1,0,0
S8249881,Manifested,#24074678,W2763R032991,AS,1,0,0
S8249881,Manifested,#24074678,W6472RG044810,AS,1,0,0
S8249881,Manifested,#24074678,W5766R044812,AS,1,0,0
S8249880,Manifested,#24074682,U3031RG054423,AS,1,0,0
S8249884,Manifested,#24074687,W5766R011,AS,1,0,0
S8249903,Manifested,#24074691,N7011F00012OZ,AS,1,0,0
S8249903,Manifested,#24074691,U3031RG044812,AS,1,0,0
S8249903,Manifested,#24074691,W51119R044813,AS,1,0,0
FV249909,Ready,#24074692,W2675RG01002,AYS018,1,0,0
S8249931,Manifested,#24074693,W54211R012,AS,1,0,0
S8249931,Manifested,#24074693,W54187R012,AS,1,0,0
S8249919,Manifested,#24074696,W9730R013,AS,1,0,0
WS249933,Ready,#24074697,U3031RG013,AYS058,1,0,0
S8249952,Invoiced,#24074698,W6334R038422,AS,1,1,0
S8249952,Invoiced,#24074698,W9557R038423,AS,1,1,0
S8249938,Manifested,#24074699,W8278R044972,AS,1,0,0
S8249962,Invoiced,#24074700,M4166R054424,AS,1,1,0
S8249989,Invoiced,#24074707,W7066R018581,AS,1,1,0
S8249989,Invoiced,#24074707,U3031RG040642,AS,1,1,0
S8249989,Invoiced,#24074707,U5012RG040642,AS,1,1,0
S8249989,Invoiced,#24074707,W9780R050133,AS,1,1,0
S8249989,Invoiced,#24074707,W6334R038423,AS,1,1,0
S8249987,Manifested,#24074712,W6334R011,AS,1,0,0
S8249987,Manifested,#24074712,W6334R054421,AS,1,0,0
S8250017,Manifested,#24074720,A0648U044811,AS,1,0,0
S8250018,Manifested,#24074721,U5018R060710,AS,1,0,0
S8250018,Manifested,#24074721,U3039R060711,AS,1,0,0
S8250019,Manifested,#24074727,W54211R013,AS,1,0,0
S8250019,Manifested,#24074727,W6334R044813,AS,1,0,0
S8250019,Manifested,#24074727,U3031RG044813,AS,1,0,0
ET250024,Ready,#24074728,W54163R014,AYS056,1,0,0
S8250039,Manifested,#24074730,M2066R038422,AS,1,0,0
S8250039,Manifested,#24074730,M1228R038422,AS,1,0,0
S8250047,Waved,#24074732,W6334R054422,AS,1,0,0
S8250047,Waved,#24074732,W2675RG054872,AS,1,0,0
S8250060,Manifested,#24074735,W9845R044813,AS,1,0,0
S8250060,Manifested,#24074735,A0649U044812,AS,1,0,0
S8250060,Manifested,#24074735,W3945R044811,AS,1,0,0
S8250060,Manifested,#24074735,A0480U044972,AS,1,0,0
S8250060,Manifested,#24074735,W3946R044811,AS,1,0,0
S8250060,Manifested,#24074735,A0054U044811,AS,1,0,0
S8250060,Manifested,#24074735,W8278R044972,AS,1,0,0
S8250060,Manifested,#24074735,W3859R044811,AS,1,0,0
S8250060,Manifested,#24074735,W54211R029101,AS,1,0,0
S8250060,Manifested,#24074735,W54211R011,AS,1,0,0
S8250060,Manifested,#24074735,W54211R044811,AS,1,0,0
S8250060,Manifested,#24074735,W2791R012,AS,1,0,0
S8250060,Manifested,#24074735,W2791R029102,AS,1,0,0
S8250060,Manifested,#24074735,W2791R044812,AS,1,0,0
S8250060,Manifested,#24074735,W9557R044813,AS,1,0,0
S8250060,Manifested,#24074735,W3732R044811,AS,1,0,0
S8250060,Manifested,#24074735,W6472RG044811,AS,1,0,0
S8250060,Manifested,#24074735,W2737R044812,AS,1,0,0
S8250060,Manifested,#24074735,W51154R044811,AS,1,0,0
S8250060,Manifested,#24074735,W9533R044813,AS,1,0,0
S8250056,Manifested,#24074738,W6240R012,AS,1,0,0
S8250056,Manifested,#24074738,W6240R002,AS,1,0,0
S8250070,Manifested,#24074740,W2675RG063561,AS,1,0,0
S8250070,Manifested,#24074740,W3945R044812,AS,1,0,0
S8250070,Manifested,#24074740,A0286W066411,AS,1,0,0
S8250070,Manifested,#24074740,N7011F00012OZ,AS,1,0,0
S8250070,Manifested,#24074740,W54187R044811,AS,1,0,0
S8250070,Manifested,#24074740,W2791R044811,AS,1,0,0
S8250070,Manifested,#24074740,W54211R044811,AS,1,0,0
S8250074,Manifested,#24074747,W6334R044814,AS,1,0,0
S8250074,Manifested,#24074747,W2675RG063564,AS,1,0,0
V8250083,Backorder,#24074750,A0590U06647011,AS,1,0,0
S8250110,Manifested,#24074764,W8278R056172,AS,1,0,0
S8250128,Manifested,#24074765,M1224R030404,AS,1,0,0
S8250128,Manifested,#24074765,M1228R038425,AS,1,0,0
S8250135,Manifested,#24074772,W51154R044811,AS,1,0,0
S8250135,Manifested,#24074772,W9533R044811,AS,1,0,0
S8250136,Manifested,#24074773,W6480R010,AS,1,0,0
BC250136,Accepted,#24074773,W6273R060270,AYS077,1,0,0
S8250143,Invoiced,#24074779,W2737R044813,AS,1,1,0
S8250143,Invoiced,#24074779,W54187R044812,AS,1,1,0
S8250144,Manifested,#24074780,A0225U011,AS,1,0,0
S8250142,Manifested,#24074781,U3032RG040643,AS,1,0,0
S8250142,Manifested,#24074781,A0467U040641,AS,1,0,0
S8250146,Invoiced,#24074783,W6334R013,AS,1,1,0
MP250176,Accepted,#24074786,W51432R044812,AYS042,1,0,0
MP250176,Accepted,#24074786,W2675RG063562,AYS042,1,0,0
MP250176,Accepted,#24074786,A0290U063791,AYS042,1,0,0
S8250162,Manifested,#24074789,A0480U00012,AS,2,0,0
S8250162,Manifested,#24074789,U5013RG044812,AS,1,0,0
S8250162,Manifested,#24074789,U3031RG044812,AS,1,0,0
S8250161,Manifested,#24074787,W9777R013,AS,1,0,0
S8250160,Manifested,#24074791,U5012RG014,AS,1,0,0
S8250173,Manifested,#24074793,A0684U063261,AS,1,0,0
S8250196,Manifested,#24074795,W6334R054421,AS,1,0,0
VF250187,Invoiced,#24074796,U3031RG044812,AYS025,1,1,0
VF250187,Invoiced,#24074796,W6334R044813,AYS025,1,1,0
S8250182,Manifested,#24074797,W5475R010,AS,1,0,0
V8250210,Backorder,#24074805,A0684U011,AV,1,0,0
S8250211,Manifested,#24074806,W2737R002,AS,1,0,0
S8250211,Manifested,#24074806,W51432R011,AS,1,0,0
S8250220,Manifested,#24074808,U5012RG013,AS,1,0,0
S8250229,Manifested,#24074812,W2675RG01002,AS,1,0,0
S8250222,Manifested,#24074813,A0543U054421,AS,1,0,0
S8250238,Manifested,#24074814,W6289R010,AS,1,0,0
S8250238,Manifested,#24074814,A0684U062811,AS,1,0,0
S8250247,Manifested,#24074817,W6334R038423,AS,1,0,0
S8250247,Manifested,#24074817,W6240R003,AS,1,0,0
S8250247,Manifested,#24074817,W1406R063263,AS,1,0,0
S8250255,XBHOSP,#24074818,W2675RG00012,AS,1,0,0
S8250255,XBHOSP,#24074818,W6240R002,AS,1,0,0
S8250255,XBHOSP,#24074818,W2675RG01002,AS,1,0,0
S8250255,XBHOSP,#24074818,W9918R054872,AS,1,0,0
S8250255,XBHOSP,#24074818,W6240R012,AS,1,0,0
S8250255,XBHOSP,#24074818,W9730R012,AS,1,0,0
S8250248,Manifested,#24074821,GIFTALOPHYGC0100,AS,1,0,0
S8250269,Manifested,#24074823,W6334R044813,AS,1,0,0
S8250269,Manifested,#24074823,A0480U044973,AS,1,0,0
S8250269,Manifested,#24074823,U5013RG044812,AS,1,0,0
S8250269,Manifested,#24074823,U3031RG044812,AS,1,0,0
S8250272,Manifested,#24074826,A0286W052011,AS,1,0,0
S8250275,Manifested,#24074828,A0648U044811,AS,1,0,0
S8250434,XBHOSP,EXCHL-23924275-1,W6240R003,AS,1,0,0
S8250280,Waved,#24074829,W9808R055062,AS,1,0,0
S8250280,Waved,#24074829,W6427R055062,AS,1,0,0
S8250312,Manifested,#24074834,W54216R033201,AS,1,0,0
GH250279,Accepted,#24074832,W6557R054873,AYS079,1,0,0
S8250295,Manifested,#24074836,M1224R040642,AS,1,0,0
S8250295,Manifested,#24074836,M1205R054422,AS,1,0,0
S8250305,Invoiced,#24074840,W6290R011,AS,1,1,0
S8250305,Invoiced,#24074840,W9730R011,AS,1,1,0
S8250318,Manifested,#24074845,W3869R044810,AS,1,0,0
S8250318,Manifested,#24074845,U3031RG044810,AS,1,0,0
S8250318,Manifested,#24074845,A0769W044811,AS,1,0,0
S8250318,Manifested,#24074845,W9760R044812,AS,1,0,0
S8250318,Manifested,#24074845,W5766R044810,AS,1,0,0
S8250320,Manifested,#24074848,W6472RG044811,AS,1,0,0
S8250320,Manifested,#24074848,U3031RG044812,AS,1,0,0
S8250320,Manifested,#24074848,U5013RG044812,AS,1,0,0
S8250320,Manifested,#24074848,A0480U044973,AS,1,0,0
S8250320,Manifested,#24074848,W8278R044972,AS,1,0,0
S8250342,Manifested,#24074850,W6472RG044812,AS,1,0,0
S8250342,Manifested,#24074850,W3732R044812,AS,1,0,0
S8250342,Manifested,#24074850,W2675RG063564,AS,1,0,0
S8250340,Manifested,#24074855,W54187R044813,AS,1,0,0
S8250343,Manifested,#24074852,W3732R044811,AS,1,0,0
S8250343,Manifested,#24074852,W9845R054422,AS,1,0,0
S8250343,Manifested,#24074852,W1444R054420,AS,1,0,0
S8250352,Manifested,#24074859,A0545U055411,AS,1,0,0
S8250352,Manifested,#24074859,A0545U011,AS,1,0,0
S8250375,Manifested,#24074861,W51432R044812,AS,1,0,0
S8250375,Manifested,#24074861,W3732R044812,AS,1,0,0
S8250375,Manifested,#24074861,W2737R044813,AS,1,0,0
S8250363,Manifested,#24074863,W51432R038420,AS,1,0,0
S8250415,Manifested,#24074874,N7011F00012OZ,AS,1,0,0
S8250415,Manifested,#24074874,W6485R044810,AS,1,0,0
S8250569,Manifested,EXCHL-23918142-1,W6295R040643,AS,1,0,0
S8250569,Manifested,EXCHL-23918142-1,W9557R040643,AS,1,0,0
S8250446,Manifested,#24074889,A0225U054421,AS,1,0,0
S8250446,Manifested,#24074889,N7011F00012OZ,AS,1,0,0
S8250446,Manifested,#24074889,A0480U044972,AS,1,0,0
S8250446,Manifested,#24074889,W2737R044812,AS,1,0,0
S8250446,Manifested,#24074889,W51432R044810,AS,1,0,0
S8250471,Manifested,#24074892,W2675RG063562,AS,1,0,0
S8250471,Manifested,#24074892,W7066R018581,AS,1,0,0
S8250471,Manifested,#24074892,U3041RG029102,AS,1,0,0
S8250471,Manifested,#24074892,A0170U022881,AS,1,0,0
S8250475,Manifested,#24074894,W6334R044811,AS,1,0,0
S8250485,Manifested,#24074901,W9845R054423,AS,1,0,0
S8250485,Manifested,#24074901,W9845R054422,AS,1,0,0
S8250493,Waved,#24074902,W6472RG048312,AS,1,0,0
S8250493,Waved,#24074902,W9557R044812,AS,1,0,0
S8250493,Waved,#24074902,W6334R044812,AS,1,0,0
S8250493,Waved,#24074902,W2791R044812,AS,1,0,0
S8250493,Waved,#24074902,W54211R044812,AS,1,0,0
S8250493,Waved,#24074902,W9557R038422,AS,2,0,0
S8250493,Waved,#24074902,W6295R038422,AS,1,0,0
S8250493,Waved,#24074902,W8137R056012,AS,1,0,0
S8250493,Waved,#24074902,W9845R054422,AS,1,0,0
S8250493,Waved,#24074902,W6295R054422,AS,1,0,0
S8250493,Waved,#24074902,W9609R002,AS,1,0,0
S8250493,Waved,#24074902,W9555R063262,AS,1,0,0
S8250493,Waved,#24074902,W6311R063262,AS,2,0,0
S8250493,Waved,#24074902,W9845R048312,AS,1,0,0
BC250493,Accepted,#24074902,W6311R060272,AYS077,1,0,0
PM250493,Accepted,#24074902,W6489R001,AYS031,1,0,0
S8250492,Invoiced,#24074904,W7066R018581,AS,1,1,0
S8250492,Invoiced,#24074904,W8278R056172,AS,1,1,0
S8250492,Invoiced,#24074904,W9351RG00013,AS,1,1,0
S8250506,Waved,#24074909,M1251R030405,AS,1,0,0
S8250518,Manifested,#24074911,W5784R038422,AS,1,0,0
S8250518,Manifested,#24074911,W3438R038422,AS,1,0,0
S8250518,Manifested,#24074911,W1406R038423,AS,1,0,0
S8250524,Waved,#24074914,U3041RG013,AS,1,0,0
S8250554,Waved,#24074925,W51432R013,AS,1,0,0
S8250554,Waved,#24074925,W2675RG01003,AS,1,0,0
S8250561,Waved,#24074927,U3040RG021251,AS,1,0,0
S8250561,Waved,#24074927,U5012RG040641,AS,1,0,0
S8250561,Waved,#24074927,U3031RG040641,AS,1,0,0
S8250549,Manifested,#24074929,W4535R051341,AS,1,0,0
S8250549,Manifested,#24074929,W2675RG054870,AS,1,0,0
S8250566,Invoiced,#24074930,W54216R033202,AS,1,1,0
S8250566,Invoiced,#24074930,W3694R012,AS,1,1,0
S8250566,Invoiced,#24074930,W8295R040642,AS,1,1,0
S8250666,Manifested,EXCHL-23858411-1,W9730R014,AS,1,0,0
S8250609,Waved,#24074941,W9535R032992,AS,1,0,0
S8250620,Waved,#24074953,A0225U054421,AS,1,0,0
V8250626,Backorder,#24074955,W8277R038504,AS,1,0,0
S8250633,Waved,#24074966,W8278R056172,AS,1,0,0
S8250636,Invoiced,#24074969,W8332R01002,AS,1,1,0
S8250636,Invoiced,#24074969,W7066R018581,AS,1,1,0
S8250636,Invoiced,#24074969,W9918R01003,AS,1,1,0
S8250636,Invoiced,#24074969,A0801U01001,AS,1,1,0
PI250636,Accepted,#24074969,W6557R01002,AYS103,1,0,0
S8250644,Invoiced,#24074972,W9835R054423,AS,1,1,0
STF50644,Accepted,#24074972,W6543R054423,AYS091,1,0,0
S8250639,Waved,#24074973,W6311R014,AS,1,0,0
S8250645,Waved,#24074975,W6334R038422,AS,1,0,0
S8250645,Waved,#24074975,W6334R012,AS,1,0,0
S8250653,Waved,#24074977,W51298R01000,AS,1,0,0
S8250651,Invoiced,#24074980,U3031RG054423,AS,1,1,0
S8251154,Accepted,#24074987,W5784R029102,AS,1,0,0
S8251154,Accepted,#24074987,W5784R056342,AS,1,0,0
S8250681,Waved,#24074993,W6509R012,AS,1,0,0
S8250718,Picking,#24075000,W2704R062810,AS,1,0,0
S8250718,Picking,#24075000,W2704R010,AS,1,0,0
S8250718,Picking,#24075000,W9811R063550,AS,1,0,0
S8250718,Picking,#24075000,W9918R01000,AS,1,0,0
S8250718,Picking,#24075000,W6240R010,AS,1,0,0
S8250698,Waved,#24075001,W8137R012,AS,1,0,0
S8250721,Picking,#24075002,M6154R014,AS,1,0,0
S8250721,Picking,#24075002,M1257R015,AS,1,0,0
S8250721,Picking,#24075002,A0545U011,AS,1,0,0
S8250721,Picking,#24075002,A0545U001,AS,1,0,0
S8250720,Invoiced,#24075007,W51432R011,AS,1,1,0
S8250728,Manifested,#24075008,A0480U055063,AS,1,0,0
S8250728,Manifested,#24075008,A0054U011,AS,1,0,0
S8250728,Manifested,#24075008,A0518U011,AS,1,0,0
S8250750,Manifested,#24075021,W4721R001,AS,1,0,0
S8250750,Manifested,#24075021,A0290U063791,AS,1,0,0
S8250750,Manifested,#24075021,W9533R044811,AS,1,0,0
S8250750,Manifested,#24075021,W6334R044810,AS,1,0,0
S8250750,Manifested,#24075021,A0769W011,AS,1,0,0
S8250750,Manifested,#24075021,W9760R044811,AS,1,0,0
S8250750,Manifested,#24075021,A0769W044811,AS,1,0,0
S8250750,Manifested,#24075021,W54211R044810,AS,1,0,0
S8250750,Manifested,#24075021,W3732R044810,AS,1,0,0
S8250750,Manifested,#24075021,W6472RG044810,AS,1,0,0
S8250750,Manifested,#24075021,W3732R000,AS,1,0,0
S8250750,Manifested,#24075021,W3442R001,AS,1,0,0
S8250750,Manifested,#24075021,A0225U048311,AS,1,0,0
S8250750,Manifested,#24075021,W1404R001,AS,1,0,0
S8250750,Manifested,#24075021,A0467U030401,AS,1,0,0
S8250750,Manifested,#24075021,W2763R032991,AS,1,0,0
S8250750,Manifested,#24075021,W54154R010,AS,1,0,0
S8250750,Manifested,#24075021,A0485W012,AS,1,0,0
PM250750,Accepted,#24075021,U3031RG048310,AYS031,1,0,0
S8250748,Waved,#24075024,A0685U05794095,AS,1,0,0
S8250748,Waved,#24075024,A0685U05794070,AS,1,0,0
S8250748,Waved,#24075024,A0685U0100095,AS,1,0,0
S8250748,Waved,#24075024,W2763R032993,AS,1,0,0
S8250748,Waved,#24075024,W9557R044813,AS,1,0,0
S8250748,Waved,#24075024,U3031RG044813,AS,1,0,0
S8250748,Waved,#24075024,W51432R044813,AS,1,0,0
S8250748,Waved,#24075024,W51432R013,AS,1,0,0
PC250748,Accepted,#24075024,A0714U053844,AYS053,1,0,0
S8250763,Waved,#24075027,W2675RG063563,AS,1,0,0
S8250763,Waved,#24075027,W6334R044813,AS,1,0,0
V8250765,,#24075031,W3732R048310,AV,1,0,0
S8250766,Waved,#24075032,A0590U0000095,AS,1,0,0
S8250766,Waved,#24075032,A0590U0101085,AS,1,0,0
S8250777,Invoiced,#24075036,A0094W027783,AS,1,1,0
S8250777,Invoiced,#24075036,A0094W013,AS,1,1,0
S8250784,Invoiced,#24075037,W6240R002,AS,1,1,0
S8251176,Invoiced,#24075039,A0648U044811,AS,1,1,0
S8251176,Invoiced,#24075039,W6334R011,AS,1,1,0
S8250793,Waved,#24075043,W6240R011,AS,1,0,0
S8250793,Waved,#24075043,W2675RG01002,AS,1,0,0
S8250801,Invoiced,#24075050,W7066R018581,AS,1,1,0
S8250801,Invoiced,#24075050,M1251R030404,AS,1,1,0
S8250801,Invoiced,#24075050,A0801U01001,AS,1,1,0
S8250801,Invoiced,#24075050,A0684U063261,AS,1,1,0
S8250838,Manifested,#24075055,U3031RG013,AS,1,0,0
S8250838,Manifested,#24075055,W9808R038504,AS,1,0,0
S8250804,Manifested,#24075053,W9845R054421,AS,1,0,0
S8250840,Picking,#24075063,U3032RG038422,AS,1,0,0
S8250840,Picking,#24075063,W2675RG054870,AS,1,0,0
S8250840,Picking,#24075063,W6472RG054421,AS,1,0,0
