OrderNumber,WarehouseStatus,CustOrderNum,ItemNumber,Warehouse,OrderQty,ShippedQty,CancelQty
V9147212,Invoiced,#23459629,GCSHOPIFY,AV,1,1,0
S9149089,,#23460326,W6273R003,AS,1,0,0
S9149089,,#23460326,W9772R063373,AS,1,0,0
S9149089,,#23460326,W6472RG063262,AS,1,0,0
S9149089,,#23460326,U3031RG063263,AS,1,0,0
S9149089,,#23460326,W5475R063263,AS,1,0,0
S9149089,,#23460326,W3924RG063263,AS,1,0,0
S9149089,,#23460326,U5012RG011,AS,1,0,0
S9149089,,#23460326,U3031RG013,AS,1,0,0
S9149089,,#23460326,W6489R002,AS,1,0,0
S9149089,,#23460326,W6489R012,AS,1,0,0
V9149089,,#23460326,A0485W002,AV,1,0,0
V9149089,,#23460326,A0660W002,AV,1,0,0
S9149089,,#23460326,W2799R013,AS,1,0,0
S9149089,,#23460326,W2799R003,AS,1,0,0
S9149089,,#23460326,U3031RG048313,AS,1,0,0
V9152182,Invoiced,#23460965,W6334R012,AV,1,1,0
V9152182,Invoiced,#23460965,W9730R063263,AV,1,1,0
S9153916,,#23462005,W4662R012,AS,1,0,0
V9155205,Invoiced,#23462793,W9730R063262,AV,1,1,0
V9155205,Invoiced,#23462793,W6334R012,AV,1,1,0
D9157763,Invoiced,#23464228,W9799R013,AM,1,0,1
V9157800,Backorder,#23464243,W54162R012,AS,1,0,0
D9158979,,#23464899,W9680R01002,AM,1,0,0
D9158979,,#23464899,W51361R040642,AS,1,0,0
S9686949,Accepted,#23465165,W9730R063262,AS,1,0,0
V9160097,Backorder,#23465525,W54162R013,AS,1,0,0
S9161449,Accepted,#23466273,W9772R014,AS,1,0,0
V9162209,Backorder,#23466657,W54162R012,AS,1,0,0
S9686918,Accepted,#23466700,W9730R063263,AS,1,0,0
V9162726,,#23466947,W54187R012,AS,1,0,0
S9162858,Manifested,#23467015,W6334R012,AV,1,0,0
V9163417,Backorder,#23467301,W54162R013,AS,1,0,0
ED163928,Ready,#23467574,W2675RG063353,AYS102,1,0,0
ED163928,Ready,#23467574,W6295R062813,AYS102,1,0,0
ED163928,Ready,#23467574,W51432R038422,AYS102,1,0,0
V9164948,Backorder,#23468147,W51361R040642,AS,1,0,0
D9165118,Invoiced,#23468238,W6334R012,AM,1,1,0
V9166221,Backorder,#23468867,W54162R013,AS,1,0,0
V9166221,Backorder,#23468867,W54162R012,AS,1,0,0
V9166356,Backorder,#23468942,W54162R011,AS,1,0,0
D9166423,Invoiced,#23468984,W6334R012,AM,1,1,0
V9167410,Backorder,#23469587,W54162R012,AS,1,0,0
V9168590,Backorder,#23470286,M3199R043523,AS,1,0,0
V9169072,Invoiced,#23470531,W54174R011,AV,1,1,0
V9178834,Invoiced,#23472328,A0590U06030075,AV,1,0,1
D9180518,Invoiced,#23472975,W3295R021253,AM,7,7,0
D9206019,Invoiced,#23472975,W3295R021253,AM,3,3,0
LE184239,Ready,#23475077,W2675RG063352,AYS098,1,0,0
V9190088,Invoiced,#23478480,A0467U00001,AV,1,1,0
V9190088,Invoiced,#23478480,A0660W002,AV,1,1,0
V9190088,Invoiced,#23478480,W6355R002,AV,1,1,0
V9190088,Invoiced,#23478480,W6472RG012,AV,1,1,0
V9190088,Invoiced,#23478480,W9218R012,AV,1,1,0
V9190088,Invoiced,#23478480,U3041RG048312,AV,1,1,0
AV195710,Ready,#23480226,A0590U0000090,AYS052,1,0,0
MP788977,Accepted,#23481199,A0648U01011,AYS042,1,0,0
V9197430,Backorder,#23481205,W54162R014,AS,1,0,0
PI198096,Ready,#23481610,A0590U0000055,AYS103,1,0,0
PI198096,Ready,#23481610,W3660R004,AYS103,1,0,0
S9199098,Manifested,#23482246,W54187R011,AV,1,0,0
V9199547,Backorder,#23482518,W51361R040642,AS,1,0,0
BR199561,Invoiced,#23482530,M6129R016,AYS090,2,2,0
BR203197,Waved,#23482530,M6129R016,AYS090,1,0,0
V9200270,Backorder,#23482974,W9811R065090,AS,1,0,0
V9200393,Backorder,#23483033,W9811R065090,AS,1,0,0
V9200405,Backorder,#23483042,W9811R065091,AS,1,0,0
V9200572,Backorder,#23483131,W9811R065094,AS,1,0,0
V9200638,Backorder,#23483168,W54162R013,AS,1,0,0
V9200638,Backorder,#23483168,W54162R012,AS,1,0,0
V9200745,Backorder,#23483223,W9811R065092,AS,1,0,0
V9200828,Backorder,#23483255,W9811R065093,AS,1,0,0
V9200924,Backorder,#23483305,W9811R065094,AS,1,0,0
V9200971,Backorder,#23483331,W9811R065090,AS,1,0,0
V9201004,Backorder,#23483352,W9811R065091,AS,1,0,0
V9201016,Backorder,#23483364,W9811R065092,AS,1,0,0
V9201116,Backorder,#23483414,W9811R065091,AS,1,0,0
V9201201,Backorder,#23483457,W9811R065094,AS,1,0,0
V9201353,Backorder,#23483537,W9811R065094,AS,1,0,0
V9201421,Backorder,#23483583,W9811R065091,AS,1,0,0
V9201470,Backorder,#23483606,W9811R065092,AS,1,0,0
V9201473,Backorder,#23483610,W9811R065091,AS,1,0,0
V9201585,,#23483675,W9811R065094,AS,1,0,0
V9201653,,#23483718,W9811R065094,AV,1,0,0
V9201722,Backorder,#23483767,W9811R065093,AS,1,0,0
V9201734,Backorder,#23483768,W9811R065093,AS,1,0,0
V9201848,Backorder,#23483794,W9811R065094,AV,1,0,0
V9201817,Backorder,#23483817,W9811R065094,AV,1,0,0
V9201830,Backorder,#23483819,W9811R065092,AS,1,0,0
V9201831,Backorder,#23483823,W9811R065094,AS,1,0,0
V9201883,Backorder,#23483848,W9811R065092,AS,1,0,0
V9201913,Backorder,#23483859,W9811R065092,AS,1,0,0
V9202022,Backorder,#23483921,W9811R065094,AS,1,0,0
V9202075,Backorder,#23483953,W9811R065092,AS,1,0,0
V9202097,Backorder,#23483965,W9811R065094,AV,1,0,0
V9202119,Backorder,#23483980,W9811R065091,AS,1,0,0
V9202195,Backorder,#23484030,W9811R065094,AS,1,0,0
SP202183,Ready,#23484029,A0467U00001,AYS032,1,0,0
V9202234,Backorder,#23484052,W9811R065094,AM,1,0,0
V9202294,Backorder,#23484090,W9811R065092,AS,1,0,0
V9202303,Backorder,#23484099,W9811R065092,AS,1,0,0
V9202442,Backorder,#23484186,W9811R065090,AS,1,0,0
V9202609,Backorder,#23484291,W9811R065094,AV,1,0,0
V9202661,Backorder,#23484314,W9811R065094,AV,1,0,0
V9202758,Backorder,#23484376,W9811R065090,AS,1,0,0
V9202797,Backorder,#23484386,W9811R065092,AS,1,0,0
V9202805,Backorder,#23484416,W9811R065092,AS,1,0,0
V9202866,Backorder,#23484450,W9811R065092,AS,1,0,0
V9202958,Backorder,#23484521,W9811R065094,AV,1,0,0
V9202986,Backorder,#23484535,W9811R065094,AM,1,0,0
V9203068,Backorder,#23484592,W9811R065090,AS,1,0,0
V9203210,Backorder,#23484667,W9811R065092,AS,1,0,0
V9203207,Backorder,#23484668,W9811R065094,AM,1,0,0
V9203367,Backorder,#23484759,W9811R065092,AS,1,0,0
V9203403,Backorder,#23484786,W9811R065092,AS,1,0,0
V9203438,Backorder,#23484811,W9811R065092,AS,1,0,0
V9203444,Backorder,#23484813,W9811R065092,AS,1,0,0
V9203445,Backorder,#23484817,W54162R012,AS,1,0,0
V9203506,Backorder,#23484846,W9811R065093,AS,1,0,0
V9203889,Backorder,#23485069,W9811R065093,AS,1,0,0
V9203908,Backorder,#23485079,W9811R065093,AS,1,0,0
V9204137,Backorder,#23485220,W9811R065094,AM,1,0,0
V9204257,Backorder,#23485300,W54162R013,AS,1,0,0
V9204295,Backorder,#23485323,W9811R065093,AS,1,0,0
V9204355,Backorder,#23485364,W9811R065092,AS,1,0,0
V9204369,Backorder,#23485376,W9811R065094,AM,1,0,0
V9204383,Backorder,#23485382,W9811R065093,AS,1,0,0
V9204404,Backorder,#23485402,W9811R065092,AS,1,0,0
V9204447,Backorder,#23485426,W9811R065093,AS,1,0,0
V9204502,Backorder,#23485450,W9811R065090,AS,1,0,0
S9204835,Manifested,EXCHL-23414936-1,W6240R014,AV,1,0,0
V9204925,Backorder,#23485655,W9811R065092,AS,1,0,0
V9205028,Backorder,#23485715,W9811R065094,AM,1,0,0
V9205449,Backorder,#23485956,W9811R065092,AS,1,0,0
V9205604,Backorder,#23486043,W9811R065093,AS,1,0,0
V9205935,Backorder,#23486255,W9811R065090,AS,1,0,0
V9206088,,#23486323,W9811R065094,AV,1,0,0
V9206095,Backorder,#23486326,W9811R065092,AS,1,0,0
V9206210,Backorder,#23486387,W9811R065092,AS,1,0,0
V9206217,Backorder,#23486385,W9811R065092,AS,1,0,0
V9206225,Backorder,#23486397,W9811R065091,AS,1,0,0
V9206249,Backorder,#23486409,W9811R065093,AS,1,0,0
V9206416,,#23486493,W9811R065094,AV,1,0,0
V9206448,Backorder,#23486514,W9811R065093,AS,1,0,0
V9206455,Backorder,#23486518,W9811R065090,AS,1,0,0
V9206545,Backorder,#23486571,W9811R065094,AM,1,0,0
V9206746,Backorder,#23486698,W9811R065093,AS,1,0,0
V9206918,Backorder,#23486786,W9811R065094,AM,1,0,0
V9207082,Backorder,#23486881,W9811R065092,AS,1,0,0
V9207140,Backorder,#23486913,W9811R065091,AS,1,0,0
V9207143,Backorder,#23486915,W9811R065091,AS,1,0,0
V9207306,Backorder,#23487012,W9811R065092,AS,1,0,0
V9207318,Backorder,#23487018,W9811R065094,AM,1,0,0
V9207346,Backorder,#23487031,W9811R065093,AS,1,0,0
V9207380,Backorder,#23487052,W9811R065090,AS,1,0,0
V9207565,Backorder,#23487163,W9811R065093,AS,1,0,0
V9207635,Backorder,#23487202,W54162R013,AS,1,0,0
V9207736,Backorder,#23487258,W9811R065093,AS,1,0,0
V9207758,Backorder,#23487266,W9811R065092,AS,1,0,0
S9207815,Manifested,#23487298,W54187R011,AV,1,0,0
V9207898,Backorder,#23487345,W9811R065091,AS,1,0,0
V9207976,Backorder,#23487385,W9811R065093,AS,1,0,0
V9208077,Backorder,#23487435,W9811R065091,AS,1,0,0
V9208307,Backorder,#23487542,W9811R065092,AS,1,0,0
V9208349,Backorder,#23487564,W9811R065094,AM,1,0,0
V9208356,Backorder,#23487565,W9811R065092,AS,1,0,0
V9208912,Backorder,#23487787,W9811R065093,AS,1,0,0
V9209798,Backorder,#23488093,W9811R065090,AS,1,0,0
V9210138,Backorder,#23488190,W9811R065090,AS,1,0,0
V9210719,,#23488332,W9811R065093,AM,1,0,0
V9210782,Backorder,#23488357,W9730R063264,AV,1,0,0
V9210782,Backorder,#23488357,W9811R065093,AM,1,0,0
V9213121,Backorder,#23488503,W9811R065090,AS,1,0,0
V9213251,Invoiced,#23488547,W6334R060234,AV,1,0,1
V9213279,,#23488553,W9811R065093,AV,1,0,0
V9213407,Backorder,#23488588,W9811R065091,AS,1,0,0
V9213495,Backorder,#23488614,W9811R065091,AS,1,0,0
V9213750,Backorder,#23488691,W9811R065090,AS,1,0,0
V9213811,Backorder,#23488722,W9811R065091,AS,1,0,0
V9214635,,#23489003,W9811R065093,AV,1,0,0
V9214921,Backorder,#23489082,W9811R065092,AS,1,0,0
V9214959,Backorder,#23489093,W9811R065092,AS,1,0,0
V9215404,Backorder,#23489256,W9811R065092,AS,1,0,0
V9215698,Backorder,#23489348,W9811R065091,AS,1,0,0
V9216443,Backorder,#23489620,W9811R065092,AS,1,0,0
V9216494,Backorder,#23489632,W9811R065093,AM,1,0,0
V9216699,Backorder,#23489706,W9811R065093,AS,1,0,0
V9217180,Backorder,#23489884,W9811R065092,AS,1,0,0
V9217342,Backorder,#23489922,W9811R065093,AM,1,0,0
V9217625,Backorder,#23490001,W9811R065093,AV,1,0,0
V9217648,Backorder,#23490007,W9811R065092,AS,1,0,0
V9217683,Backorder,#23490017,W9811R065092,AS,1,0,0
V9217915,Backorder,#23490063,W9811R065093,AV,1,0,0
V9218009,Backorder,#23490092,W9811R065092,AS,1,0,0
V9218192,Backorder,#23490141,W9811R065092,AS,1,0,0
V9218377,Backorder,#23490179,W9811R065092,AS,1,0,0
V9218438,Backorder,#23490191,W9811R065092,AS,1,0,0
V9218744,Backorder,#23490242,W9811R065093,AV,1,0,0
V9219186,Backorder,#23490280,W9811R065093,AV,1,0,0
V9221782,Backorder,#23490334,W9811R065092,AS,1,0,0
V9222076,Backorder,#23490352,W9811R065093,AV,1,0,0
S9222709,Manifested,#23490425,W3893R014071,AV,1,0,0
V9222942,Backorder,#23490458,W9811R065092,AS,1,0,0
V9222928,Backorder,EXCHL-21969711-1,W9811R065092,AS,1,0,0
V9223274,Backorder,EXCHL-22209037-1,W9811R065092,AS,1,0,0
V9223498,Backorder,#23490589,W9811R065093,AM,1,0,0
V9223600,Backorder,#23490606,W9811R065093,AS,1,0,0
V9223707,Backorder,#23490632,W9811R065092,AS,1,0,0
V9223777,Backorder,#23490644,W9811R065092,AS,1,0,0
V9223873,Backorder,#23490669,W9811R065092,AS,1,0,0
V9223900,Backorder,#23490677,W9811R065093,AM,1,0,0
V9223965,Backorder,#23490688,W9811R065092,AS,1,0,0
V9224023,Backorder,#23490690,W9811R065093,AS,1,0,0
V9224054,Backorder,#23490703,W9811R065093,AV,1,0,0
V9224248,Backorder,#23490742,W9811R065092,AS,1,0,0
V9224331,Backorder,#23490760,W9811R065092,AS,1,0,0
V9224353,Backorder,#23490764,W9811R065093,AS,1,0,0
V9224764,Backorder,#23490851,W9811R065092,AS,1,0,0
V9225106,Backorder,#23490911,W9811R065092,AS,1,0,0
V9225178,Backorder,#23490921,W9811R065092,AS,1,0,0
V9225286,Backorder,#23490934,W9811R065093,AS,1,0,0
V9225331,Backorder,#23490940,W9811R065093,AM,1,0,0
V9225512,Backorder,#23490962,W9811R065093,AV,1,0,0
V9225761,Backorder,#23491005,W9811R065093,AV,1,0,0
V9226157,Backorder,#23491075,W9811R065092,AS,1,0,0
V9226195,Backorder,#23491082,W9811R065093,AM,1,0,0
V9226333,Backorder,#23491098,W9811R065093,AS,1,0,0
V9229274,Backorder,#23491195,W3893R014071,AV,1,0,0
V9229488,Backorder,#23491230,W9811R065092,AS,1,0,0
V9230214,Backorder,#23491342,W9811R065091,AS,1,0,0
S9230338,Manifested,#23491369,W54187R011,AV,1,0,0
V9230911,Backorder,#23491489,W9811R065093,AV,1,0,0
V9231098,Backorder,#23491516,W9811R065092,AS,1,0,0
V9231241,Backorder,#23491549,W9811R065092,AS,1,0,0
V9231280,Backorder,#23491567,W9811R065093,AV,1,0,0
V9231284,Backorder,#23491568,W9811R065093,AV,1,0,0
V9231405,Backorder,#23491602,W9811R065092,AS,1,0,0
V9231511,Backorder,#23491622,W9811R065093,AV,1,0,0
V9231606,Backorder,#23491640,W9811R065093,AV,1,0,0
D9232300,Invoiced,#23491836,W6334R012,AM,1,1,0
V9232591,Backorder,#23491929,W9811R065093,AV,1,0,0
V9232759,Backorder,#23491981,W9811R065092,AS,1,0,0
V9232914,Backorder,#23492025,W9811R065093,AM,1,0,0
V9233034,Backorder,#23492065,W9811R065093,AV,1,0,0
V9233164,Backorder,#23492109,W9811R065093,AM,1,0,0
D9233199,Invoiced,#23492116,W6334R012,AM,1,1,0
D9233385,Invoiced,#23492185,W6334R012,AM,1,1,0
V9233629,Backorder,#23492270,W9811R065093,AM,1,0,0
V9233651,Backorder,#23492276,W9811R065092,AS,1,0,0
V9233793,Backorder,#23492323,W9811R065092,AS,1,0,0
V9233796,Backorder,#23492326,W9811R065093,AM,1,0,0
V9234063,,#23492429,W6334R012,AM,1,0,0
V9234132,Backorder,#23492451,W9811R065092,AS,1,0,0
V9234399,Backorder,#23492565,W9811R065092,AS,1,0,0
V9234469,Backorder,#23492587,W9811R065092,AS,1,0,0
V9234487,Backorder,#23492591,W9811R065093,AV,1,0,0
V9234670,Backorder,#23492680,W9811R065093,AM,1,0,0
V9235444,Invoiced,#23493062,GCSHOPIFY,AV,1,1,0
V9235777,Backorder,#23493214,W9811R065092,AS,1,0,0
V9236151,Backorder,#23493385,W9811R065092,AS,1,0,0
V9236201,Backorder,#23493410,W9811R065092,AS,1,0,0
V9236434,Backorder,#23493519,W9811R065092,AS,1,0,0
V9236626,Backorder,#23493592,W9811R065092,AS,1,0,0
V9236706,Backorder,#23493645,W9811R065092,AS,1,0,0
V9237450,Invoiced,#23494052,W9730R063262,AV,1,1,0
V9237738,Backorder,#23494194,W9811R065093,AS,1,0,0
V9238044,Backorder,#23494359,W9811R065092,AS,1,0,0
V9238616,Backorder,#23494672,W9811R065091,AS,1,0,0
V9238700,Backorder,#23494734,W9811R065091,AS,1,0,0
V9239293,Backorder,#23495074,W9811R065092,AS,1,0,0
V9239373,Backorder,#23495107,W9811R065093,AV,1,0,0
V9239823,Backorder,#23495327,W9811R065090,AV,1,0,0
V9239825,Backorder,#23495329,W9811R065091,AS,1,0,0
V9240516,Invoiced,#23495708,W9351RG01000,AV,1,1,0
V9240652,Backorder,#23495794,W9811R065092,AS,1,0,0
V9240923,Backorder,#23495948,W9811R065092,AS,1,0,0
V9241347,Backorder,#23496172,W9811R065091,AS,1,0,0
V9241921,Backorder,#23496453,W9811R065092,AS,1,0,0
V9242022,Backorder,#23496502,W9811R065092,AS,1,0,0
V9242075,Backorder,#23496528,W9811R065091,AS,1,0,0
CHM42947,Invoiced,#23496890,M6123R013,AYS110,3,3,0
V9243541,Backorder,#23497129,W9811R065092,AS,1,0,0
V9243781,Backorder,#23497194,W9811R065092,AS,1,0,0
V9246267,Backorder,#23497438,W9811R065091,AS,1,0,0
V9246628,Backorder,#23497572,W9811R065091,AS,1,0,0
V9247925,Backorder,#23498235,W9811R065093,AV,1,0,0
V9248018,Backorder,#23498285,W9811R065092,AS,1,0,0
V9248018,Backorder,#23498285,W9680R01002,AV,1,0,0
V9249127,Backorder,#23498882,W9811R065093,AS,1,0,0
V9250455,Invoiced,#23499649,GCSHOPIFY,AV,1,1,0
V9788275,Backorder,#23499662,W9811R065093,AM,1,0,0
S9250688,,#23499705,W9730R002,AS,1,0,0
V9251083,Backorder,#23500024,W3893R014071,AV,1,0,0
V9251281,Backorder,#23500158,W9811R065092,AS,1,0,0
V9252082,Backorder,#23500596,M3199R043525,AS,1,0,0
MT252172,Ready,#23500655,W2675RG01000,AYS043,1,0,0
V9252864,Backorder,#23501098,W9811R065092,AS,1,0,0
V9253062,Backorder,#23501200,W54162R011,AS,1,0,0
V9253877,Backorder,#23501579,W9811R065093,AM,1,0,0
V9253959,Backorder,#23501665,W9811R065091,AS,1,0,0
V9266482,Backorder,#23503950,W9811R065092,AS,1,0,0
V9266564,Backorder,#23503983,W9811R065092,AS,1,0,0
V9266848,Backorder,#23504101,W9811R065093,AM,1,0,0
V9266838,Backorder,#23504104,W9811R065092,AS,1,0,0
V9267142,Backorder,#23504260,W9811R065091,AS,1,0,0
V9267259,Backorder,#23504330,W9811R065093,AV,1,0,0
V9267377,Backorder,#23504373,W9811R065092,AS,1,0,0
V9267604,Backorder,#23504476,W9811R065091,AS,1,0,0
V9268916,Backorder,#23505146,W9811R065093,AM,1,0,0
S9269561,Accepted,#23505468,W54187R013,AS,1,0,0
V9269621,Backorder,#23505495,W9811R065092,AS,1,0,0
V9270743,Backorder,#23506065,W9811R065093,AS,1,0,0
V9270942,Backorder,#23506191,W9811R065091,AS,1,0,0
V9271269,Backorder,#23506377,W9811R065092,AS,1,0,0
D7213522,Invoiced,#23507183,W6334R012,AM,1,1,0
V9272940,Backorder,#23507205,W9811R065092,AS,1,0,0
V9273113,Backorder,#23507283,W9811R065093,AM,1,0,0
V9274086,Backorder,#23507824,W9811R065091,AS,1,0,0
V9274220,Backorder,#23507887,M3199R043525,AS,1,0,0
V9275208,Backorder,#23508489,W9680R01002,AV,1,0,0
V9275208,Backorder,#23508489,W9811R065093,AM,1,0,0
SP275256,Ready,#23508532,W51298R01002,AYS032,1,0,0
SP275256,Ready,#23508532,W9680R01003,AYS032,1,0,0
V9275339,Invoiced,#23508574,W54187R012,AV,1,1,0
V9275712,Backorder,#23508817,W54162R012,AS,1,0,0
S9278099,Accepted,#23510241,B2M31G00011,AS,1,0,0
V9278310,Backorder,#23510353,W9811R065093,AM,1,0,0
V9279310,Backorder,#23510850,W9811R065093,AM,1,0,0
V9279440,Backorder,#23510920,W9811R065093,AM,1,0,0
V9279713,Backorder,#23511089,W9811R065093,AM,1,0,0
V9279932,Backorder,#23511239,W9811R065093,AM,1,0,0
V9280129,Backorder,#23511335,W9811R065093,AM,1,0,0
V9280758,Backorder,#23511721,W9811R065093,AV,1,0,0
S9280810,Manifested,#23511741,W51361R040642,AS,1,0,0
S9280810,Manifested,#23511741,W51361R040641,AV,1,0,0
V9281063,Backorder,#23511897,W9730R063262,AV,1,0,0
V9281063,Backorder,#23511897,W9811R065092,AS,1,0,0
V9281238,Backorder,#23512000,W9811R065093,AM,1,0,0
V9281574,Backorder,#23512212,W9811R065092,AS,1,0,0
V9282074,Backorder,#23512470,W9811R065093,AM,1,0,0
V9283297,Backorder,#23513032,W9811R065091,AS,1,0,0
V9285051,Backorder,#23513120,W9811R065093,AM,1,0,0
V9285308,Backorder,#23513238,W9811R065091,AS,1,0,0
V9285825,Backorder,#23513463,M3199R043523,AS,1,0,0
V9286276,Backorder,#23513711,W9811R065093,AM,1,0,0
V9286643,Backorder,#23513892,W9811R065093,AV,1,0,0
V9286795,,#23513960,W9811R065092,AV,1,0,0
V9287073,Backorder,#23514114,W9811R065093,AM,1,0,0
V9287099,Invoiced,#23514131,W6334R013,AV,1,1,0
V9287297,Backorder,#23514232,W9811R065092,AS,1,0,0
V9287422,Backorder,#23514309,W9811R065093,AM,1,0,0
V9287663,Backorder,#23514434,W9730R063264,AV,1,0,0
V9287663,Backorder,#23514434,W9811R065093,AM,1,0,0
V9288362,Backorder,#23514788,W9811R065092,AS,1,0,0
V9289553,Backorder,#23515416,W9811R065091,AS,1,0,0
V9289717,,#23515487,W6334R012,AM,1,0,0
V9290005,Backorder,#23515628,W9811R065092,AS,1,0,0
V9291069,Backorder,#23516022,W9811R065092,AS,1,0,0
V9291103,Backorder,#23516040,W9811R065092,AS,1,0,0
V9291140,,#23516063,W9811R065092,AS,1,0,0
V9291395,Backorder,#23516155,W9811R065092,AS,1,0,0
V9291798,Backorder,#23516284,W9811R065093,AM,1,0,0
V9292209,Backorder,#23516398,W54162R012,AS,1,0,0
V9292453,Backorder,#23516455,W9811R065093,AM,1,0,0
V9294543,Backorder,#23516634,M3199R043524,AS,1,0,0
V9294824,Backorder,#23516637,W9811R065093,AM,1,0,0
V9295699,,#23516777,W6334R012,AS,1,0,0
V9295699,,#23516777,W6334R011,AV,1,0,0
V9295917,Backorder,#23516837,W9811R065093,AM,1,0,0
V9296068,Backorder,#23516864,W9811R065093,AM,1,0,0
V9296888,Backorder,#23517159,W9811R065093,AM,1,0,0
V9297331,Backorder,#23517326,W9811R065093,AM,1,0,0
V9297835,,#23517522,W9811R065092,AS,1,0,0
V9297915,Backorder,#23517554,W9811R065093,AV,1,0,0
V9298451,Backorder,#23517744,W9811R065093,AM,1,0,0
V9298626,Backorder,#23517802,W9811R065093,AM,1,0,0
V9299490,,#23518023,W9811R065092,AV,1,0,0
V9299519,,#23518024,W54187R013,AS,1,0,0
V9299519,,#23518024,W9730R063263,AS,1,0,0
V9299691,Backorder,#23518060,W9811R065091,AS,1,0,0
V9300258,,#23518203,W9811R065092,AV,1,0,0
V9300399,Backorder,#23518246,W9811R065092,AS,1,0,0
V9300702,Backorder,#23518325,W9811R065092,AV,1,0,0
V9300806,Backorder,#23518340,W9811R065092,AS,1,0,0
V9301549,Backorder,#23518480,W9811R065091,AS,1,0,0
V9302180,Backorder,#23518598,W9811R065092,AS,1,0,0
V9302524,Backorder,#23518666,W9811R065092,AV,1,0,0
V9302825,Backorder,#23518724,W9811R065092,AV,1,0,0
V9303261,Backorder,#23518813,W9811R065092,AV,1,0,0
V9303730,Backorder,#23518912,W9811R065091,AS,1,0,0
V9303838,Backorder,#23518940,W9811R065092,AV,1,0,0
V9303988,Backorder,#23518974,W9811R065091,AS,1,0,0
V9304786,,#23519183,W54174R011,AV,1,0,0
V9304912,Backorder,#23519217,W9811R065091,AS,1,0,0
V9305143,,#23519278,W6334R013,AS,1,0,0
V9305143,,#23519278,W3678R032993,AV,1,0,0
V9305875,Backorder,#23519405,W9811R065092,AV,1,0,0
V9306436,Backorder,#23519491,W9811R065093,AM,1,0,0
V9306953,Backorder,#23519537,W9811R065092,AV,1,0,0
V9309029,Backorder,#23519599,W9811R065092,AV,1,0,0
V9309754,Backorder,#23519742,W9811R065092,AV,1,0,0
V9310022,Backorder,#23519807,W9811R065091,AS,1,0,0
V9310231,Backorder,#23519856,W9811R065092,AV,1,0,0
V9310340,Backorder,#23519886,W9811R065092,AV,1,0,0
V9310966,Backorder,EXCHL-22996151-1,W9811R065092,AV,1,0,0
V9310955,Backorder,#23520077,W9811R065092,AS,1,0,0
V9311731,Backorder,#23520294,W9811R065092,AV,1,0,0
V9311802,Backorder,#23520318,W9811R065091,AS,1,0,0
V9311907,Backorder,#23520353,W9811R065092,AV,1,0,0
V9312066,Backorder,#23520407,W9811R065091,AS,1,0,0
V9312117,Backorder,#23520418,W9811R065091,AS,1,0,0
V9312501,Backorder,#23520560,W9811R065092,AV,1,0,0
V9312719,Backorder,#23520648,W9811R065092,AV,1,0,0
V9312719,Backorder,#23520648,W6334R011,AS,1,0,0
V9313485,Backorder,#23520975,W9811R065092,AV,1,0,0
V9313970,Backorder,#23521206,W9811R065092,AS,1,0,0
V9314560,Backorder,#23521500,W9811R065091,AS,1,0,0
V9314613,Backorder,#23521525,W9811R065092,AV,1,0,0
V9315578,Backorder,#23521893,W9811R065091,AS,1,0,0
V9315914,Backorder,#23522065,W54162R013,AS,1,0,0
V9318012,Backorder,#23523117,W9811R065091,AS,1,0,0
V9318047,Backorder,#23523132,W9811R065090,AV,1,0,0
V9318848,Backorder,#23523525,W9811R065091,AS,1,0,0
V9319018,Backorder,#23523600,W9811R065090,AV,1,0,0
V9319535,Backorder,#23523854,W9811R065092,AV,1,0,0
V9320632,Backorder,#23524446,W9811R065091,AS,1,0,0
D7218507,Invoiced,#23526164,W6334R012,AM,1,1,0
D9324604,Invoiced,#23526540,W6334R013,AM,1,1,0
V9324604,Shipped,#23526540,W9730R063260,AV,1,1,0
V9332218,Backorder,#23527901,W9811R065090,AV,1,0,0
V9332315,Backorder,#23527922,W9811R065092,AV,1,0,0
V9337695,Backorder,#23528542,W9811R065092,AV,1,0,0
V9339944,Backorder,#23528980,M3199R043525,AS,1,0,0
V9340245,Backorder,#23529124,W9811R065092,AV,1,0,0
V9341223,Backorder,#23529494,W9811R065092,AV,1,0,0
V9342595,Backorder,#23530114,W9811R065092,AV,1,0,0
V9351289,Backorder,#23532184,W9811R065092,AV,1,0,0
V9352352,Backorder,#23532683,W9811R065091,AS,1,0,0
S9352955,Accepted,#23532963,W54187R011,AS,3,0,0
S9352955,Accepted,#23532963,W54187R012,AS,3,0,0
V9352944,Invoiced,#23532963,W54163R000,AV,1,1,0
V9353058,Backorder,#23533025,W9811R065091,AS,1,0,0
V9353285,Backorder,#23533138,W9811R065092,AV,1,0,0
V9354364,Backorder,#23533662,W9811R065092,AV,1,0,0
V9355291,Backorder,#23534175,W9811R065091,AS,1,0,0
V9356097,Backorder,#23534592,W54162R012,AS,1,0,0
V9356190,Invoiced,#23534636,W6334R012,AV,1,1,0
V9357406,Backorder,#23535275,W54187R011,AS,1,0,0
V9357406,Backorder,#23535275,W54187R013,AS,2,0,0
V9357587,Backorder,#23535363,W9811R065092,AV,1,0,0
V9359141,Backorder,#23536079,W9811R065092,AV,1,0,0
V9360572,Backorder,#23536571,W9811R065092,AV,1,0,0
V9363707,Backorder,#23537014,W9811R065091,AS,1,0,0
V9364961,Backorder,#23537479,W9811R065092,AV,1,0,0
